student_id,display_name,major_code,class_year,gpa_band,target_path_id,is_pivoting,created_at,is_synthetic
ST0072,Sofia Patel,FIN,Sophomore,3.5-3.7,CP03,true,2026-09-10,true
ST0073,Grace Garcia,ME,Sophomore,3.5-3.7,CP15,false,2026-09-05,true
ST0074,Ines Nguyen,ID,Junior,3.8+,CP12,false,2026-08-27,true
ST0075,Luke Williams,CMDA,Freshman,3.8+,CP01,false,2026-08-27,true
ST0076,Sara Hall,BME,Freshman,3.8+,CP02,true,2026-08-20,true
ST0077,Ben Johnson,CS,Freshman,3.8+,CP01,false,2026-08-24,true
ST0078,Sara Martinez,EE,Junior,3.8+,CP16,false,2026-09-08,true
ST0079,Luke Smith,BIT,Senior,3.8+,CP08,false,2026-08-20,true
ST0080,Ines Anderson,CS,Freshman,3.8+,CP10,false,2026-08-20,true
ST0081,Mei Chen,MGT,Senior,3.5-3.7,CP14,false,2026-09-11,true
ST0082,Kevin Hall,CPE,Sophomore,3.5-3.7,CP01,false,2026-09-13,true
ST0083,Emily Smith,EE,Sophomore,3.5-3.7,CP16,false,2026-09-04,true
ST0084,Emily Brown,MGT,Senior,3.0-3.4,CP14,false,2026-08-29,true
ST0085,Maya Singh,MGT,Junior,3.0-3.4,CP11,false,2026-08-25,true
ST0086,Mei Nguyen,ME,Freshman,3.5-3.7,CP08,true,2026-08-28,true
ST0087,Omar Patel,CMDA,Freshman,<3.0,CP06,false,2026-08-25,true
ST0088,Ethan Nguyen,COMM,Junior,3.0-3.4,CP12,false,2026-09-16,true
ST0089,Liam Martinez,BIO,Sophomore,3.5-3.7,CP18,false,2026-09-17,true
ST0090,Tyler Patel,CEE,Freshman,3.8+,CP12,true,2026-08-24,true
ST0091,Mei Johnson,FIN,Senior,<3.0,CP05,false,2026-08-24,true
ST0092,Ava Lopez,CMDA,Sophomore,<3.0,CP03,false,2026-09-03,true
ST0093,Sofia Johnson,ECON,Junior,<3.0,CP07,false,2026-08-27,true
ST0094,Zoe Nguyen,BME,Senior,3.8+,CP18,false,2026-08-21,true
ST0095,Olivia Brown,COMM,Freshman,3.0-3.4,CP19,false,2026-09-13,true
ST0096,Priya Chen,ECON,Junior,3.8+,CP11,true,2026-08-22,true
ST0097,Zoe Nguyen,ISE,Junior,3.8+,CP15,false,2026-08-27,true
ST0098,Ines Davis,ME,Senior,3.5-3.7,CP15,false,2026-09-03,true
ST0099,Tyler Martinez,CS,Senior,<3.0,CP12,false,2026-09-04,true
ST0100,Ethan Smith,CS,Junior,<3.0,CP01,false,2026-08-22,true
ST0101,Aisha Williams,CS,Sophomore,<3.0,CP11,false,2026-09-03,true
ST0102,Mei Johnson,ME,Junior,3.0-3.4,CP15,false,2026-09-10,true
ST0103,Zoe Wilson,ISE,Freshman,3.8+,CP06,true,2026-08-21,true
ST0104,Sofia Garcia,CS,Senior,3.0-3.4,CP12,false,2026-09-09,true
ST0105,Aiden Chen,COMM,Junior,3.0-3.4,CP14,false,2026-09-17,true
ST0106,Chloe Nguyen,COMM,Junior,<3.0,CP19,false,2026-09-08,true
ST0107,Leah Thomas,BIO,Sophomore,<3.0,CP18,false,2026-09-03,true
ST0108,Noah Garcia,STAT,Freshman,3.8+,CP02,false,2026-09-09,true
ST0109,Luke Garcia,BIT,Junior,<3.0,CP11,false,2026-09-01,true
ST0110,Aiden Hall,COMM,Senior,3.5-3.7,CP19,false,2026-08-26,true
ST0111,Aisha Martinez,FIN,Senior,3.0-3.4,CP05,false,2026-08-31,true
ST0112,Andre Brown,EE,Sophomore,3.5-3.7,CP16,false,2026-08-24,true
ST0113,Kevin Singh,ISE,Junior,3.0-3.4,CP04,true,2026-09-06,true
ST0114,Jordan Patel,BME,Senior,3.5-3.7,CP18,false,2026-09-09,true
ST0115,Aiden Moore,CEE,Junior,3.8+,CP17,false,2026-09-01,true
ST0116,Andre Brown,EE,Freshman,<3.0,CP16,false,2026-09-19,true
ST0117,Cole Smith,FIN,Senior,3.8+,CP08,true,2026-09-02,true
ST0118,Priya Moore,BME,Sophomore,3.0-3.4,CP18,false,2026-09-17,true
ST0119,Yara Nguyen,CPE,Senior,<3.0,CP03,false,2026-09-03,true
ST0120,Omar Garcia,BIO,Sophomore,3.5-3.7,CP18,false,2026-08-26,true
ST0121,Fatima Nguyen,ISE,Junior,3.8+,CP07,false,2026-09-08,true
ST0122,Maya Martinez,CS,Freshman,<3.0,CP12,false,2026-09-07,true
ST0123,Ava Davis,FIN,Freshman,3.8+,CP08,true,2026-09-16,true
ST0124,Yara Clark,EE,Junior,3.5-3.7,CP16,false,2026-09-12,true
ST0125,Fatima Young,BIT,Junior,<3.0,CP03,true,2026-09-10,true
ST0126,Aisha Young,COMM,Sophomore,3.5-3.7,CP14,false,2026-08-29,true
ST0127,Hannah Wilson,STAT,Junior,<3.0,CP02,false,2026-08-30,true
ST0128,Aisha Williams,CEE,Sophomore,3.5-3.7,CP17,false,2026-09-01,true
ST0129,Luke Nguyen,ACIS,Senior,<3.0,CP04,false,2026-08-22,true
ST0130,Raj Thomas,ACIS,Freshman,3.0-3.4,CP09,false,2026-08-23,true
ST0131,Mei Anderson,ME,Sophomore,3.5-3.7,CP04,true,2026-08-26,true
ST0132,Jordan Kim,ME,Senior,3.0-3.4,CP15,false,2026-08-22,true
ST0133,Ava Clark,ME,Senior,<3.0,CP15,false,2026-08-30,true
ST0134,Ryan Jackson,MATH,Junior,<3.0,CP07,true,2026-08-27,true
ST0135,Emily Johnson,CS,Junior,3.5-3.7,CP01,false,2026-09-01,true
ST0136,Yara Singh,STAT,Freshman,<3.0,CP06,false,2026-09-13,true
ST0137,Omar Clark,CS,Sophomore,3.8+,CP02,false,2026-09-17,true
ST0138,Ryan Davis,CPE,Senior,<3.0,CP16,false,2026-08-23,true
ST0139,Marcus Wilson,CMDA,Sophomore,3.8+,CP03,false,2026-08-27,true
ST0140,Sara Davis,ECON,Sophomore,3.0-3.4,CP12,true,2026-09-07,true
ST0141,Noah Hall,BME,Senior,<3.0,CP03,true,2026-08-30,true
ST0142,Leah Williams,COMM,Senior,3.8+,CP14,false,2026-08-31,true
ST0143,Omar Smith,BIT,Senior,3.5-3.7,CP08,false,2026-08-25,true
ST0144,Caleb Martinez,CMDA,Freshman,3.8+,CP03,false,2026-09-02,true
ST0145,Aiden Wilson,ME,Junior,3.0-3.4,CP15,false,2026-09-11,true
ST0146,Fatima Smith,FIN,Junior,3.0-3.4,CP12,true,2026-08-23,true
ST0147,Tyler Hall,BME,Junior,3.0-3.4,CP18,false,2026-08-28,true
ST0148,Luke Garcia,BME,Freshman,3.0-3.4,CP11,true,2026-08-29,true
ST0149,Ryan Williams,CS,Sophomore,3.5-3.7,CP03,false,2026-08-20,true
ST0150,Noah Johnson,CPE,Senior,3.0-3.4,CP16,false,2026-09-18,true
ST0151,Maya Anderson,PSCI,Senior,<3.0,CP19,false,2026-09-16,true
ST0152,Diego Singh,FIN,Sophomore,<3.0,CP05,false,2026-09-03,true
ST0153,Aiden Smith,BIT,Senior,3.5-3.7,CP02,true,2026-09-19,true
ST0154,Hannah Chen,ECON,Sophomore,3.5-3.7,CP02,false,2026-09-02,true
ST0155,Ava Martinez,FIN,Sophomore,3.0-3.4,CP04,false,2026-09-09,true
ST0156,Andre Smith,BME,Sophomore,3.5-3.7,CP18,false,2026-09-13,true
ST0157,Emily Lee,FIN,Senior,3.0-3.4,CP04,false,2026-09-02,true
ST0158,Aiden Smith,CS,Junior,3.8+,CP06,false,2026-08-25,true
ST0159,Andre Martinez,BIT,Freshman,3.8+,CP13,false,2026-08-22,true
ST0160,Ben Smith,ME,Junior,3.5-3.7,CP15,false,2026-09-14,true
ST0161,Ethan Lopez,MATH,Junior,3.0-3.4,CP05,false,2026-09-06,true
ST0162,Emily Chen,ME,Junior,<3.0,CP15,false,2026-09-15,true
ST0163,Cole Thomas,FIN,Freshman,3.0-3.4,CP09,false,2026-08-29,true
ST0164,Caleb Young,EE,Junior,<3.0,CP04,true,2026-08-30,true
ST0165,Mei Garcia,ISE,Senior,<3.0,CP04,true,2026-09-15,true
ST0166,Maya Anderson,CEE,Sophomore,<3.0,CP17,false,2026-09-13,true
ST0167,Grace Nguyen,BIT,Junior,3.5-3.7,CP10,false,2026-09-05,true
ST0168,Jason Thomas,BIO,Sophomore,<3.0,CP04,true,2026-09-07,true
ST0169,Ethan Brown,CPE,Junior,3.8+,CP03,false,2026-08-22,true
ST0170,Mei Williams,CS,Junior,<3.0,CP08,false,2026-09-01,true
ST0171,Luke Hall,ME,Senior,3.5-3.7,CP07,true,2026-08-29,true
ST0172,Noah Brown,CEE,Sophomore,3.8+,CP17,false,2026-09-10,true
ST0173,Diego Davis,FIN,Junior,3.8+,CP04,false,2026-09-13,true
ST0174,Aisha Johnson,BIT,Sophomore,3.0-3.4,CP04,true,2026-09-09,true
ST0175,Liam Lopez,FIN,Junior,3.0-3.4,CP08,true,2026-09-12,true
ST0176,Emily Jackson,MKTG,Senior,3.0-3.4,CP14,false,2026-09-02,true
ST0177,Tyler Singh,CEE,Freshman,<3.0,CP17,false,2026-08-22,true
ST0178,Priya Lopez,ACIS,Senior,3.8+,CP06,true,2026-09-11,true
ST0179,Yara Smith,ECON,Freshman,3.0-3.4,CP02,false,2026-08-21,true
ST0180,Leah Davis,MKTG,Sophomore,3.8+,CP01,true,2026-09-04,true
ST0181,Diego Davis,ME,Sophomore,3.8+,CP15,false,2026-09-04,true
ST0182,Diego Lopez,FIN,Senior,3.0-3.4,CP04,false,2026-09-14,true
ST0183,Aisha Singh,BME,Junior,<3.0,CP18,false,2026-09-14,true
ST0184,Fatima Thomas,COMM,Freshman,3.8+,CP19,false,2026-09-14,true
ST0185,Priya Wilson,BIT,Junior,3.8+,CP13,false,2026-08-28,true
ST0186,Olivia Wilson,CPE,Senior,3.0-3.4,CP11,true,2026-08-23,true
ST0187,Jason Young,BIT,Freshman,<3.0,CP07,false,2026-09-03,true
ST0188,Cole Chen,CS,Senior,3.5-3.7,CP10,false,2026-08-27,true
ST0189,Maya Davis,COMM,Sophomore,3.8+,CP14,false,2026-09-03,true
ST0190,Caleb Kim,CMDA,Sophomore,3.5-3.7,CP02,false,2026-09-03,true
ST0191,Jordan Lee,ME,Senior,3.5-3.7,CP15,false,2026-09-09,true
ST0192,Olivia Williams,BIO,Sophomore,3.8+,CP18,false,2026-09-13,true
ST0193,Fatima Patel,BIT,Freshman,3.8+,CP13,false,2026-09-08,true
ST0194,Omar Thomas,BIO,Junior,3.5-3.7,CP18,false,2026-09-09,true
ST0195,Emily Lopez,ME,Sophomore,3.0-3.4,CP15,false,2026-08-20,true
ST0196,Mei Johnson,FIN,Senior,<3.0,CP04,false,2026-08-30,true
ST0197,Nina Kim,BME,Sophomore,3.0-3.4,CP18,false,2026-09-14,true
ST0198,Ben Moore,STAT,Senior,3.8+,CP02,false,2026-09-05,true
ST0199,Leah Brown,ECON,Sophomore,3.8+,CP11,true,2026-08-21,true
ST0200,Jason Wilson,ME,Junior,<3.0,CP15,false,2026-09-10,true
ST0201,Yara Clark,ECON,Sophomore,<3.0,CP19,false,2026-08-23,true
ST0202,Noah Moore,ME,Senior,<3.0,CP15,false,2026-08-23,true
ST0203,Andre Williams,CS,Freshman,3.0-3.4,CP08,false,2026-09-17,true
ST0204,Chloe Moore,ISE,Senior,3.8+,CP12,true,2026-08-31,true
ST0205,Aiden Smith,FIN,Freshman,3.5-3.7,CP05,false,2026-09-16,true
ST0206,Ben Hall,CS,Sophomore,3.8+,CP01,false,2026-08-20,true
ST0207,Andre Williams,CS,Junior,3.0-3.4,CP11,false,2026-09-01,true
ST0208,Kevin Davis,BIT,Freshman,<3.0,CP11,false,2026-09-02,true
ST0209,Luke Moore,CMDA,Freshman,3.0-3.4,CP02,false,2026-09-07,true
ST0210,Raj Nguyen,PSCI,Sophomore,3.8+,CP19,false,2026-08-29,true
ST0211,Luke Kim,CMDA,Sophomore,<3.0,CP08,false,2026-08-25,true
ST0212,Chloe Hall,ME,Junior,3.5-3.7,CP15,false,2026-09-01,true
ST0213,Andre Wilson,BME,Junior,3.8+,CP02,true,2026-09-15,true
ST0214,Yara Martinez,CS,Sophomore,3.8+,CP06,false,2026-09-03,true
ST0215,Tyler Thomas,ACIS,Sophomore,<3.0,CP09,false,2026-09-03,true
ST0216,Fatima Williams,BIT,Junior,3.0-3.4,CP11,false,2026-09-19,true
ST0217,Sara Martinez,BME,Junior,<3.0,CP18,false,2026-09-15,true
ST0218,Sofia Wilson,CEE,Senior,3.5-3.7,CP17,false,2026-09-02,true
ST0219,Ben Garcia,BIT,Senior,<3.0,CP10,false,2026-09-02,true
ST0220,Kevin Moore,EE,Senior,<3.0,CP16,false,2026-09-06,true
ST0221,Ryan Smith,CMDA,Senior,<3.0,CP01,false,2026-08-21,true
ST0222,Luke Wilson,EE,Freshman,3.8+,CP03,true,2026-09-13,true
ST0223,Hannah Smith,ME,Senior,<3.0,CP15,false,2026-09-02,true
ST0224,Leah Jackson,CEE,Freshman,<3.0,CP08,true,2026-09-12,true
ST0225,Ben Jackson,CPE,Freshman,3.5-3.7,CP01,false,2026-09-09,true
ST0226,Nina Hall,ME,Sophomore,3.5-3.7,CP08,true,2026-08-23,true
ST0227,Hannah Hall,ME,Junior,<3.0,CP15,false,2026-08-20,true
ST0228,Ben Davis,FIN,Junior,3.5-3.7,CP07,false,2026-08-23,true
ST0229,Emily Anderson,FIN,Senior,<3.0,CP09,false,2026-08-25,true
ST0230,Noah Singh,MATH,Senior,3.8+,CP04,true,2026-08-22,true
ST0231,Chloe Hall,MGT,Sophomore,<3.0,CP08,true,2026-08-23,true
ST0232,Jason Davis,CPE,Freshman,3.0-3.4,CP16,false,2026-09-04,true
ST0233,Sofia Young,FIN,Senior,3.8+,CP05,false,2026-08-23,true
ST0234,Maya Moore,CS,Junior,3.0-3.4,CP03,false,2026-09-12,true
ST0235,Marcus Thomas,FIN,Freshman,3.0-3.4,CP07,false,2026-09-04,true
ST0236,Zoe Patel,MKTG,Freshman,3.8+,CP14,false,2026-09-03,true
ST0237,Olivia Jackson,BIO,Junior,3.0-3.4,CP18,false,2026-08-30,true
ST0238,Jordan Singh,MKTG,Senior,3.0-3.4,CP03,true,2026-08-30,true
ST0239,Tyler Moore,EE,Freshman,3.5-3.7,CP16,false,2026-09-06,true
ST0240,Tyler Patel,ISE,Senior,3.0-3.4,CP15,false,2026-09-02,true
ST0241,Sara Hall,MKTG,Senior,3.0-3.4,CP14,false,2026-09-13,true
ST0242,Omar Johnson,MKTG,Sophomore,3.0-3.4,CP05,true,2026-09-08,true
ST0243,Kevin Kim,STAT,Junior,3.0-3.4,CP06,false,2026-08-22,true
ST0244,Omar Johnson,COMM,Freshman,<3.0,CP12,false,2026-08-28,true
ST0245,Emily Williams,MKTG,Sophomore,<3.0,CP11,true,2026-08-30,true
ST0246,Zoe Davis,ACIS,Sophomore,3.5-3.7,CP04,false,2026-09-09,true
ST0247,Grace Singh,ISE,Senior,3.5-3.7,CP08,false,2026-08-22,true
ST0248,Liam Lopez,FIN,Senior,3.0-3.4,CP04,false,2026-09-04,true
ST0249,Sofia Brown,CPE,Junior,3.5-3.7,CP11,true,2026-09-16,true
ST0250,Fatima Singh,CS,Junior,<3.0,CP04,true,2026-09-03,true
ST0251,Diego Clark,ACIS,Freshman,3.5-3.7,CP09,false,2026-09-17,true
ST0252,Chloe Thomas,CPE,Sophomore,<3.0,CP07,true,2026-09-18,true
ST0253,Omar Wilson,MGT,Freshman,3.8+,CP07,false,2026-09-11,true
ST0254,Kevin Clark,CPE,Freshman,3.0-3.4,CP03,false,2026-08-22,true
ST0255,Grace Wilson,BIO,Freshman,3.5-3.7,CP18,false,2026-08-24,true
ST0256,Luke Jackson,CPE,Sophomore,3.0-3.4,CP08,true,2026-09-02,true
ST0257,Andre Brown,ECON,Senior,<3.0,CP04,false,2026-09-06,true
ST0258,Tyler Clark,BME,Senior,3.0-3.4,CP18,false,2026-09-06,true
ST0259,Caleb Smith,MGT,Junior,3.8+,CP14,false,2026-09-16,true
ST0260,Aiden Smith,CS,Freshman,<3.0,CP08,false,2026-08-24,true
ST0261,Raj Davis,BIT,Freshman,<3.0,CP08,false,2026-09-19,true
ST0262,Diego Anderson,FIN,Sophomore,3.0-3.4,CP04,false,2026-08-27,true
ST0263,Emily Lopez,COMM,Junior,<3.0,CP12,false,2026-08-22,true
ST0264,Grace Young,CMDA,Junior,3.0-3.4,CP08,false,2026-08-26,true
ST0265,Noah Anderson,ACIS,Junior,3.8+,CP09,false,2026-09-02,true
ST0266,Leah Young,FIN,Senior,3.5-3.7,CP01,true,2026-09-19,true
ST0267,Aiden Smith,ECON,Senior,<3.0,CP04,false,2026-09-16,true
ST0268,Sofia Chen,ECON,Sophomore,<3.0,CP05,false,2026-09-10,true
ST0269,Caleb Johnson,ME,Junior,3.0-3.4,CP15,false,2026-09-14,true
ST0270,Ava Johnson,FIN,Junior,<3.0,CP05,false,2026-09-12,true
ST0271,Nina Patel,MKTG,Freshman,3.5-3.7,CP14,false,2026-08-20,true
ST0272,Ines Martinez,CEE,Sophomore,3.5-3.7,CP17,false,2026-08-27,true
ST0273,Ines Lee,CMDA,Sophomore,<3.0,CP01,false,2026-08-28,true
ST0274,Diego Garcia,BME,Sophomore,<3.0,CP18,false,2026-08-27,true
ST0275,Emily Hall,CS,Senior,3.5-3.7,CP02,false,2026-09-14,true
ST0276,Jason Brown,CS,Sophomore,<3.0,CP02,false,2026-09-17,true
ST0277,Andre Martinez,ACIS,Sophomore,3.0-3.4,CP02,true,2026-09-14,true
ST0278,Omar Singh,CS,Sophomore,3.8+,CP10,false,2026-09-02,true
ST0279,Kevin Hall,FIN,Senior,3.0-3.4,CP01,true,2026-09-06,true
ST0280,Aisha Johnson,FIN,Junior,<3.0,CP05,false,2026-08-25,true
ST0281,Fatima Jackson,FIN,Senior,3.0-3.4,CP04,false,2026-08-28,true
ST0282,Mei Thomas,EE,Sophomore,3.8+,CP16,false,2026-09-04,true
ST0283,Caleb Anderson,FIN,Junior,3.0-3.4,CP05,false,2026-09-01,true
ST0284,Nina Martinez,CS,Junior,3.8+,CP03,false,2026-09-07,true
ST0285,Hannah Smith,BIO,Junior,3.5-3.7,CP18,false,2026-08-26,true
ST0286,Luke Moore,MKTG,Junior,3.5-3.7,CP14,false,2026-09-14,true
ST0287,Kevin Hall,EE,Junior,<3.0,CP08,true,2026-08-31,true
ST0288,Ava Chen,CPE,Junior,<3.0,CP18,true,2026-09-08,true
ST0289,Raj Young,ISE,Freshman,3.8+,CP13,false,2026-09-05,true
ST0290,Ben Brown,CMDA,Sophomore,<3.0,CP02,false,2026-08-25,true
ST0291,Aiden Young,CS,Junior,3.5-3.7,CP08,false,2026-08-28,true
ST0292,Maya Martinez,BIO,Senior,3.0-3.4,CP08,true,2026-08-23,true
ST0293,Hannah Davis,CMDA,Senior,<3.0,CP03,false,2026-09-11,true
ST0294,Sara Johnson,FIN,Senior,3.8+,CP09,false,2026-08-29,true
ST0295,Grace Brown,MGT,Junior,3.0-3.4,CP07,false,2026-08-20,true
ST0296,Leah Clark,CS,Sophomore,3.0-3.4,CP01,false,2026-09-05,true
ST0297,Marcus Young,CMDA,Junior,3.0-3.4,CP08,false,2026-09-18,true
ST0298,Omar Williams,MKTG,Senior,3.0-3.4,CP12,true,2026-08-23,true
ST0299,Mei Anderson,FIN,Freshman,3.5-3.7,CP07,false,2026-08-26,true
ST0300,Sofia Chen,ME,Junior,3.8+,CP15,false,2026-08-28,true
ST0301,Noah Brown,ME,Sophomore,3.0-3.4,CP15,false,2026-08-26,true
ST0302,Marcus Martinez,MGT,Senior,<3.0,CP11,false,2026-08-20,true
ST0303,Grace Nguyen,MKTG,Sophomore,<3.0,CP14,false,2026-09-16,true
ST0304,Diego Lee,ISE,Freshman,3.0-3.4,CP11,true,2026-08-20,true
ST0305,Sara Moore,MGT,Sophomore,<3.0,CP13,false,2026-08-31,true
ST0306,Ava Chen,MGT,Freshman,3.8+,CP14,false,2026-08-28,true
ST0307,Diego Kim,CS,Senior,3.0-3.4,CP11,false,2026-09-06,true
ST0308,Tyler Brown,CPE,Sophomore,3.0-3.4,CP04,true,2026-08-22,true
ST0309,Jason Nguyen,ISE,Sophomore,3.8+,CP15,false,2026-09-02,true
ST0310,Diego Brown,ID,Sophomore,3.0-3.4,CP02,true,2026-09-08,true
ST0311,Cole Thomas,ECON,Freshman,3.0-3.4,CP02,false,2026-09-18,true
ST0312,Raj Williams,PSCI,Junior,3.0-3.4,CP08,true,2026-09-06,true
ST0313,Caleb Davis,CS,Sophomore,<3.0,CP10,false,2026-09-03,true
ST0314,Priya Smith,ID,Sophomore,<3.0,CP12,false,2026-09-03,true
ST0315,Luke Clark,ECON,Senior,<3.0,CP02,false,2026-09-13,true
ST0316,Sara Lopez,MGT,Sophomore,3.8+,CP07,false,2026-09-02,true
ST0317,Mei Garcia,EE,Senior,<3.0,CP16,false,2026-08-20,true
ST0318,Priya Patel,CS,Freshman,3.0-3.4,CP08,false,2026-09-09,true
ST0319,Grace Hall,ECON,Freshman,3.8+,CP04,false,2026-09-17,true
ST0320,Andre Martinez,ACIS,Junior,3.8+,CP09,false,2026-08-24,true
ST0321,Andre Chen,FIN,Senior,3.8+,CP05,false,2026-09-14,true
ST0322,Aisha Patel,MKTG,Senior,3.5-3.7,CP14,false,2026-08-22,true
ST0323,Ines Anderson,FIN,Sophomore,3.0-3.4,CP09,false,2026-09-06,true
ST0324,Cole Chen,CPE,Junior,3.0-3.4,CP03,false,2026-09-15,true
ST0325,Ines Singh,COMM,Sophomore,3.0-3.4,CP14,false,2026-08-31,true
